"","x"
"453",450.047207233175
"454",444.388250433323
"455",443.184520155133
"456",445.202594448004
"457",443.040528391143
"458",444.937852771012
"459",442.270938675899
"460",442.247127333821
"461",439.146394823776
"462",439.316525387169
"463",435.724524374026
"464",430.862110624528
"465",428.869118610563
"466",428.851094651477
"467",427.399655615883
"468",426.019354045655
"469",421.637386384002
"470",417.467223291861
"471",414.92039660034
"472",410.737587365901
"473",410.512236847524
"474",407.137403191911
"475",403.649144618276
"476",404.199193340151
"477",403.075305698327
"478",402.662277082507
"479",398.912730624145
"480",399.835553659488
"481",400.135866008014
"482",400.262558558407
"483",395.841432572169
"484",393.484645462728
"485",390.921829033966
"486",385.930746533578
"487",382.889305501705
"488",382.191926216295
"489",377.145772743525
"490",378.152223358715
"491",378.604521033087
"492",376.27779408567
"493",373.2208732927
"494",370.626474058848
"495",369.942321506285
"496",367.949122416788
"497",364.404957884633
"498",364.082462823103
"499",365.527179605717
"500",363.837481060616
"501",358.335286413084
"502",349.077125796085
"503",346.128211553771
"504",345.722720578742
"505",346.16706213311
"506",341.280384255158
"507",341.955778328042
"508",341.664093032055
"509",338.894209553628
"510",339.653785590099
"511",334.524540374577
"512",334.120511331744
"513",331.855241542159
"514",331.049060857893
"515",329.29297651071
"516",330.57307868679
"517",329.168266522859
"518",327.306474578956
"519",325.963792449807
"520",329.714876542844
"521",330.801345860343
"522",329.940517821957
"523",326.811653039771
"524",326.813529821203
"525",326.418329762305
"526",323.657133737075
"527",321.329257126001
"528",324.206126710263
"529",324.119292851723
"530",321.623035116045
"531",317.734883699289
"532",316.283316431357
"533",315.222697080617
"534",317.79296973627
"535",315.466440859662
"536",310.365355314534
"537",306.487552914025
"538",303.173417995724
"539",298.789270447466
"540",298.89056992041
"541",298.165814653084
"542",295.98816121915
"543",293.085734017071
"544",295.015657106452
"545",292.455420907692
"546",291.556624006643
"547",289.887455372151
"548",288.61533831532
"549",284.895069710086
"550",283.148042152287
"551",279.290153890865
"552",278.697529669731
"553",274.755506120357
"554",271.398186216992
"555",267.651389479501
"556",267.796274910756
"557",265.702038159769
"558",266.908958916912
"559",264.359260394943
"560",262.016959630333
"561",261.285383982752
"562",260.679193313071
"563",259.691043978486
"564",258.72573778013
"565",260.524570978684
"566",260.658545180128
"567",261.361214600842
"568",259.569750337413
"569",260.52704255024
"570",258.486224452253
"571",262.745946767768
"572",261.574060688155
"573",265.263900448381
"574",268.015529994049
"575",268.727629404482
"576",270.71216800599
"577",271.905432217904
"578",274.032958406369
"579",277.450904731
"580",277.614093753483
"581",279.068000074565
"582",274.054498221569
"583",278.640649726317
"584",283.483440144048
"585",286.818427513368
"586",287.589394769355
"587",286.451095556252
"588",288.383132661361
"589",286.483591860848
"590",288.455111050574
"591",290.189963452318
"592",289.848518350903
"593",296.647929872458
"594",296.450468608882
"595",301.286904620899
"596",298.301802514087
"597",300.61933297586
"598",302.995312480743
"599",304.193340921609
"600",309.409491803815
"601",309.515117041882
"602",309.361342150438
"603",306.456769475414
"604",312.86990334707
"605",313.739883542083
"606",311.871784563212
"607",309.740398123905
"608",311.550057752123
"609",309.838948589923
"610",309.432595545142
"611",308.119321465201
"612",307.821921205979
"613",309.990853889591
"614",314.428806844714
"615",316.298053921869
"616",315.820759524982
"617",313.664980887859
"618",318.027668529769
"619",321.399439758912
"620",323.408554982304
"621",327.429518417481
"622",333.993876965402
"623",336.15015467013
"624",338.262867079118
"625",342.797128309312
"626",341.453795662822
"627",341.809392608749
"628",347.811573401179
"629",348.223334745619
"630",349.380922550189
"631",350.560629126078
"632",352.391023832692
"633",351.159360816178
"634",352.294865443887
"635",354.900276528628
"636",356.732763693424
"637",356.590110377277
"638",359.755177187673
"639",360.074493093097
"640",361.424422365222
"641",362.388029365163
"642",367.524458324175
"643",371.734585558266
"644",375.89771040604
"645",378.610878236914
"646",381.852814747653
"647",384.851428888883
"648",384.110318782571
"649",385.084298184868
"650",384.146507146847
"651",385.367966513721
"652",387.768944425048
"653",387.81800590895
"654",388.42923590436
"655",390.810883354254
"656",392.443619205607
"657",396.685843157712
"658",395.57368002158
"659",395.051219319714
"660",398.017855356033
"661",396.788378510704
"662",400.832393392696
"663",401.395714314583
"664",406.388305071817
"665",405.730342568465
"666",405.984935100927
"667",406.125717060291
"668",408.782743090662
"669",408.350178321335
"670",409.007273839348
"671",407.647091748791
"672",408.387772319089
"673",406.588653830426
"674",408.896636660563
"675",407.143459363717
"676",406.596364289979
"677",408.464362417391
"678",410.859034642395
"679",409.68444618396
"680",413.043663906361
"681",414.676595669121
"682",414.711257463823
"683",417.888817521089
"684",419.360605703898
"685",421.643749579383
"686",423.503509336666
"687",425.489386953806
"688",427.779294036326
"689",429.390802985344
"690",429.225108061955
"691",427.637191137027
"692",430.701937798738
"693",432.751442119462
"694",436.961891810211
"695",438.223103698815
"696",443.1143384679
"697",445.661456842132
"698",447.233439539357
"699",450.227817047079
"700",449.084332210042
"701",447.993886038192
"702",447.89938684007
"703",449.765441586534
"704",449.126613237253
"705",447.695244179759
"706",449.629754107192
"707",450.381696128774
"708",452.121153593166
"709",455.703393893624
"710",456.335406922732
"711",460.426963070688
"712",465.734013278504
"713",465.67124379535
"714",464.654133352486
"715",463.474477340464
"716",466.986135849664
"717",467.516064985028
"718",469.750210445631
"719",470.448864380301
"720",472.130930834432
"721",475.611496834927
"722",476.323840671974
"723",474.064589140055
"724",475.260275008749
"725",473.398169693455
"726",478.011223436121
"727",480.342635087725
"728",480.957194047195
"729",482.814434672963
"730",487.71900641466
"731",491.986723989929
"732",493.86988226376
"733",495.293206372227
"734",496.372416361391
"735",498.940801714697
"736",499.607556116779
"737",500.315894710685
"738",505.385423044486
"739",509.337747613474
"740",515.445826299683
"741",520.593188167444
"742",521.701347540861
"743",523.424223415139
"744",522.140753672118
"745",521.300332377648
"746",522.80463941939
"747",523.473595873723
"748",523.632277557634
"749",527.520912092907
"750",533.901944582415
"751",538.646170936178
"752",539.866348227406
"753",541.017412520113
"754",540.032122800803
"755",542.495930409585
"756",547.534256472912
"757",551.209449412747
"758",549.574087099775
"759",551.272509883229
"760",551.292603406828
"761",551.292174479139
"762",555.662475221802
"763",554.667984808198
"764",551.567886818333
"765",550.742825929855
"766",552.810439147426
"767",556.621661358986
"768",559.599719290525
"769",562.180792062012
"770",567.102576405046
"771",568.476753162155
"772",572.83164631249
"773",574.189315954745
"774",577.709684859336
"775",578.788093011951
"776",582.034070810783
"777",583.770427069481
"778",586.389578939915
"779",587.982162203228
"780",588.513675872407
"781",592.763712667858
"782",592.232177565071
"783",591.705582698545
"784",595.209461073072
"785",594.907954835541
"786",599.94546578023
"787",602.451798834207
"788",606.839823011953
"789",609.124234208738
"790",608.866189813789
"791",610.355461506973
"792",612.936156659038
"793",612.691004086298
"794",611.027540306278
"795",609.534031534504
"796",609.128129169028
"797",608.828434291394
"798",607.47515936413
"799",607.26696293841
"800",605.808416853412
"801",607.668810607636
"802",610.121859358209
"803",611.709647139978
"804",613.968351775713
"805",615.384008177052
"806",619.656072037671
"807",619.681722181886
"808",624.86785116582
"809",626.037421080218
"810",625.592912080778
"811",629.373800218155
"812",631.193892852617
"813",630.458813908161
"814",628.556131145055
"815",630.03596966885
"816",630.666961072386
"817",635.077373738953
"818",632.941797727384
"819",633.268920443269
"820",635.366888308259
"821",635.90339830346
"822",640.00653606271
"823",645.494376487897
"824",648.345161282689
"825",652.458640190121
"826",650.449052451012
"827",648.588546241394
"828",648.930985183824
"829",651.923095295943
"830",652.847399954941
"831",654.2142192905
"832",656.304702872339
"833",657.044752919711
"834",655.458256082022
"835",658.047793903018
"836",660.08517112425
"837",667.342465812958
"838",664.5495248701
"839",669.77052703686
"840",675.675333896964
"841",673.62117197651
"842",674.140869081469
"843",674.51581647689
"844",677.644266221011
"845",678.508093428889
"846",679.027136444089
"847",682.561894887354
"848",682.617566193571
"849",683.594403806986
"850",688.31891006402
"851",686.049826699386
"852",687.899488022822
"853",688.807858664144
"854",689.679060907051
"855",692.225877197629
"856",692.770683124024
"857",696.3756840402
"858",693.728647483123
"859",699.573289293614
"860",699.479056909905
"861",700.976220547855
"862",704.895852811111
"863",707.429998186045
"864",706.032755393088
"865",711.115695945225
"866",711.749951206561
"867",708.568141345397
"868",713.181032038931
"869",714.214745470115
"870",712.642782994239
"871",710.523433307987
"872",706.533437926595
"873",705.677047357869
"874",705.389502234109
"875",704.377701061647
"876",704.969277466948
"877",705.101759552382
"878",708.602442610248
"879",704.899135032414
"880",700.579296921842
"881",702.086594048382
"882",703.362235706565
"883",699.255720565155
"884",700.053286973041
"885",700.145945175538
"886",697.020789976518
"887",696.163483492557
"888",696.714462142957
"889",692.549088321312
"890",691.667559854807
"891",690.671891431179
"892",693.263327596307
"893",689.284300042416
"894",687.118325746411
"895",687.003155761356
"896",687.908152885573
"897",686.181702770761
"898",686.004593951506
"899",684.674122689608
"900",683.949554447214
"901",684.192035041966
"902",685.701036997203
"903",681.178361175598
"904",680.35135784919
"905",680.283473822996
"906",681.392895827863
"907",679.711526734981
"908",679.3805693331
"909",676.524771590164
"910",670.314379145798
"911",671.221987061366
"912",668.313227830002
"913",665.667188043103
"914",663.086249335902
"915",660.71237636806
"916",657.364820106738
"917",655.556079027118
"918",654.302916046961
"919",655.788932254124
"920",652.843414254633
"921",655.064387642874
"922",650.91061148659
"923",650.795135663914
"924",646.995067763049
"925",645.308497461194
"926",645.424962765557
"927",643.312364391535
"928",641.309170092217
"929",641.596743928393
"930",639.782710713855
"931",636.363572195715
"932",637.925401037117
"933",636.946066650822
"934",637.930958738119
"935",631.242132540162
"936",630.456708041318
"937",628.311600628527
"938",624.382557216536
"939",622.028363029014
"940",616.339565933368
"941",614.242426659113
"942",615.667869871152
"943",614.221175428268
"944",617.190956535254
"945",615.653814253593
"946",617.072736483868
"947",613.947883567969
"948",610.840609553312
"949",610.386150469316
"950",605.815100438127
"951",603.81850602329
"952",600.580891916864
"953",595.540553235311
"954",595.976598348821
"955",598.777807878729
"956",597.509429616949
"957",593.332789283452
"958",591.967186360599
"959",591.646425205523
"960",590.729057224284
"961",588.164198287674
"962",590.045830955529
"963",591.489885834415
"964",593.231371175013
"965",591.525650985366
"966",591.834014878729
"967",588.919744222071
"968",584.342554256902
"969",580.325314085155
"970",580.765927157048
"971",577.888054735626
"972",575.798243935129
"973",573.074772996277
"974",572.115893090809
"975",570.002872950972
"976",567.156247830094
"977",564.733648399669
"978",564.858945156213
"979",565.616457833889
"980",563.565881401707
"981",563.017605116336
"982",556.419977094127
"983",555.905479899644
"984",550.38025745947
"985",543.84117457377
"986",539.829729351012
"987",538.90339180577
"988",536.75191535179
"989",532.057492145899
"990",534.620337912615
"991",532.911107850915
"992",531.739217341459
"993",531.390479136535
"994",531.91377197925
"995",530.044773001013
"996",526.205311803852
"997",525.479134365989
"998",523.692931037624
"999",523.921213315664
"1000",520.403786085955
"1001",521.593262842703
"1002",521.578072282199
"1003",524.54493946655
"1004",525.911483065087
"1005",523.336323949333
"1006",528.898478637432
"1007",529.83107345374
"1008",525.806319923419
"1009",528.29933872857
"1010",525.415609561634
"1011",527.186952955641
"1012",526.708157829326
"1013",522.032376533361
"1014",520.631426544426
"1015",514.607272663445
"1016",513.872815954079
"1017",511.434683279327
"1018",509.3267928361
"1019",505.510288439675
"1020",499.781448145967
"1021",497.622675931085
"1022",494.422866410426
"1023",488.289729748463
"1024",486.33168119133
"1025",484.734015774252
"1026",479.342507984026
"1027",475.468722832563
"1028",475.863177884612
"1029",470.059524429713
"1030",466.27434947559
"1031",461.850437082386
"1032",462.711072695197
"1033",461.414894594481
"1034",460.77728868736
"1035",460.838168349755
"1036",459.95874574662
"1037",456.802971385124
"1038",455.73696220155
"1039",453.861816109011
"1040",451.492489452308
"1041",447.084722937833
"1042",444.833898846639
"1043",444.233077793393
"1044",440.853959539461
"1045",442.780600061446
"1046",439.613900669404
"1047",436.365780012047
"1048",434.243702442603
"1049",437.88154263375
"1050",434.331512800961
"1051",433.752891355653
"1052",429.793499428225
"1053",432.183073918171
"1054",434.065457947914
"1055",430.535061448836
"1056",429.881673344189
"1057",430.706537452908
"1058",430.050250530607
"1059",427.998411544591
"1060",427.693635859363
"1061",425.163529743849
"1062",426.057700226965
"1063",425.276189043314
"1064",423.127048918096
"1065",420.579313180486
"1066",420.213786550229
"1067",421.396810764326
"1068",419.493837484465
"1069",417.016366477245
"1070",413.71115945351
"1071",412.701561450821
"1072",411.459800854146
"1073",413.370513544715
"1074",416.481088344584
"1075",413.940204865946
"1076",409.85860974129
"1077",407.415037957263
"1078",403.703899243592
"1079",407.308519716063
"1080",402.921817800435
"1081",399.972001564962
"1082",398.478130242658
"1083",398.417404339681
"1084",397.351088576375
"1085",394.450544327656
"1086",394.912356398163
"1087",391.976769969805
"1088",388.646415454254
"1089",394.625831596626
"1090",400.18131161181
"1091",404.294086586434
"1092",406.216351620787
"1093",412.996240661087
"1094",412.861087321732
"1095",415.698434548498
"1096",415.349921945476
"1097",419.257435494726
"1098",424.087185527389
"1099",427.610547085012
"1100",431.837855704418
"1101",433.504054518234
"1102",435.880590636699
"1103",433.767687579979
"1104",435.158349612492
"1105",437.081163451635
"1106",439.071954843291
"1107",441.670762691212
"1108",442.590147934155
"1109",442.261060003542
"1110",447.87438474293
"1111",451.931830054061
"1112",457.978563879739
"1113",455.083476601872
"1114",459.81655948335
"1115",461.387444681929
"1116",465.897421588885
"1117",464.496806034668
"1118",466.461388719123
"1119",465.509240873586
"1120",466.187304963162
"1121",468.73767996871
"1122",472.857329231061
"1123",474.058080483405
"1124",472.438325589706
"1125",472.206353983103
"1126",470.704147065945
"1127",475.91484350339
"1128",478.31417571005
"1129",481.561793029453
"1130",482.883585247681
"1131",484.893958710903
"1132",484.061861230639
"1133",487.30764072557
"1134",490.014498274026
"1135",491.346983989399
"1136",491.351932792035
"1137",493.250807902585
"1138",493.713562262818
"1139",496.154911659139
"1140",498.002990988993
"1141",498.352296057237
"1142",502.065737758396
"1143",505.290281168175
"1144",505.675036282819
"1145",507.720522660043
"1146",508.331648686154
"1147",505.356398180285
"1148",508.632048294846
"1149",509.604322790592
"1150",509.279484573388
"1151",508.802819661864
"1152",509.635204012171
"1153",514.754400583626
"1154",517.987295423985
"1155",521.128641285565
"1156",521.770153876799
"1157",523.424995147999
"1158",527.154726745642
"1159",527.865428601597
"1160",528.159202800262
"1161",532.675542910404
"1162",534.299420566328
"1163",540.155732406089
"1164",539.870434891545
"1165",547.443688956499
"1166",547.937432484095
"1167",548.110185328716
"1168",547.524556230078
"1169",547.95075134461
"1170",547.897210777484
"1171",550.671987708239
"1172",551.038599749892
"1173",552.920793939994
"1174",556.54561517831
"1175",557.743695242397
"1176",559.517481293308
"1177",560.464423334077
"1178",559.366237371053
"1179",562.836843177427
"1180",564.073241429505
"1181",565.976821913412
"1182",571.315224504128
"1183",577.754990843448
"1184",579.596734462822
"1185",582.634827575213
"1186",584.396250439064
"1187",584.914628008649
"1188",585.111020649169
"1189",587.346170650941
"1190",583.762304198041
"1191",586.599885893605
"1192",587.982038946838
"1193",586.479442611825
"1194",587.516067420778
"1195",588.167579177703
"1196",592.807966915228
"1197",593.425364003994
"1198",591.492636861159
"1199",591.188542403334
"1200",591.884492500595
"1201",591.478926990087
"1202",593.553905446819
"1203",594.035778018623
"1204",595.711075400829
"1205",598.763583515406
"1206",596.240551923437
"1207",600.847384688789
"1208",603.919403374553
"1209",608.080379240475
"1210",610.289970083726
"1211",611.973701192073
"1212",615.385609780761
"1213",618.97298492526
"1214",622.947138105247
"1215",625.059401905052
"1216",626.849454118331
"1217",627.290174357761
"1218",630.155790037051
"1219",632.578274110131
"1220",636.307709765108
"1221",641.708701438388
"1222",645.633010078098
"1223",644.586342791656
"1224",647.223345545489
"1225",647.66742094718
"1226",649.750950925209
"1227",651.614754880197
"1228",654.480995032895
"1229",654.084785945481
"1230",655.584393804951
"1231",655.108184917637
"1232",658.605859175533
"1233",662.24877123483
"1234",658.322132644837
"1235",656.828442570125
"1236",659.912289661799
"1237",661.221146829939
"1238",663.818898013453
"1239",666.899290845899
"1240",666.676720864624
"1241",667.218586189348
"1242",666.975900952093
"1243",666.257530244711
"1244",666.314409147395
"1245",668.830452968433
"1246",673.763784047992
"1247",671.413376737105
"1248",677.301325171122
"1249",681.296855769377
"1250",681.059629538743
"1251",681.864848198808
"1252",683.71125867231
"1253",685.739898176001
"1254",687.622721428392
"1255",687.566974580905
"1256",689.213384486242
"1257",687.691700677118
"1258",687.451298221401
"1259",690.327112778635
"1260",694.080828274567
"1261",697.033398311242
"1262",696.897963371811
"1263",701.514837256298
"1264",700.16682614606
"1265",699.353493295086
"1266",699.469495716154
"1267",701.078452040032
"1268",699.845650933825
"1269",695.826272962938
"1270",700.184173971678
"1271",702.250632018112
"1272",701.762855176831
"1273",705.332100256495
"1274",710.134191781023
"1275",713.035382448141
"1276",715.564157472001
"1277",715.586183098666
"1278",722.160600869628
"1279",723.0092361007
"1280",721.800653254047
"1281",724.649124764993
"1282",724.542042683044
"1283",724.177938683842
"1284",720.476217027091
"1285",723.116019325465
"1286",719.433894630795
"1287",720.48109517015
"1288",724.578592195012
"1289",725.523211259422
"1290",727.836348338688
"1291",728.262972250228
"1292",727.586509114251
"1293",731.941347054107
"1294",736.530014024871
"1295",740.280173905828
"1296",741.985555371016
"1297",742.711281608507
"1298",741.174930933271
"1299",741.893083778891
"1300",744.165479409694
"1301",746.315621778927
"1302",746.153235785223
"1303",747.819387621552
"1304",750.283944595136
"1305",751.839858831496
"1306",748.779816806982
"1307",751.573942283975
"1308",753.749530523027
"1309",754.060917316289
"1310",755.125979001394
"1311",754.882943432077
"1312",757.936416764931
"1313",753.96692380225
"1314",750.119419206331
"1315",751.502051259297
"1316",750.044224687479
"1317",754.087932649819
"1318",755.15199690272
"1319",756.936175419499
"1320",756.071504268341
"1321",756.121119683647
"1322",756.429079824227
"1323",754.719829443644
"1324",758.132837541197
"1325",763.378929051696
"1326",765.933456740401
"1327",762.436290464067
"1328",760.914082727366
"1329",761.582728942169
"1330",760.959987768493
"1331",763.07748324861
"1332",763.127517833054
"1333",760.12088465353
"1334",763.032897150144
"1335",762.774923775517
"1336",765.782919734853
"1337",769.947488240378
"1338",772.852259858054
"1339",771.896030159042
"1340",773.048211434492
"1341",772.92130319398
"1342",776.671224746998
"1343",775.325205787386
"1344",776.567572442055
"1345",777.16959109728
"1346",780.516315171742
"1347",780.316916791258
"1348",780.709329336087
"1349",782.899961655085
"1350",782.151477428952
"1351",783.673565751634
"1352",784.302240124677
"1353",781.27033797409
"1354",782.387116715556
"1355",781.418092085928
"1356",781.022625339925
"1357",781.430623113349
"1358",782.633234109682
"1359",785.477975841301
"1360",786.390807957918
"1361",788.159339009523
"1362",792.304810345978
"1363",794.183107526216
